emoji,label,word_count,fit3_count,words
🟢,green circle,16,2,green;slime;ooze;pea;slimy;baize;chartreuse;goo;goop;greenish;patina;scum;stagnant;stagnate;stagnation;verdigris
☀️,sun,16,5,day;solar;summer;sun;sunny;bask;beam;diurnal;dry;ray;solarium;solstice;summery;cloudless;sol;solaria
😑,expressionless face,16,0,dumb;ennui;jaded;lame;listless;monotonous;monotony;squint;blah;blase;flaccid;insipid;mindless;mundane;stultification;stultify
🎀,ribbon,16,2,decoration;ribbon;bow;decorate;decorative;frilly;lace;lacy;pompom;pompon;tying;untie;cockade;frill;frippery;knickknack
👷,construction worker,16,2,engineer;worker;builder;contractor;foreman;labor;laborer;labour;workman;coolie;forewoman;hireling;proletarian;proletariat;workingman;workmanlike
🏁,chequered flag,16,2,finish;race;checkered;commence;compete;conclude;conclusion;course;culminate;culmination;final;start;starter;finality;finis;raring
💅,nail polish,16,1,manicure;chic;classy;cuticle;manicurist;nail;pedicure;chichi;effeminacy;effeminate;keratin;prissy;shellac;swank;swanky;tawdry
🛠️,hammer and wrench,16,1,drill;craftsman;craftsmanship;customize;handy;make;maker;making;tradesman;trowel;tube;contrive;contrived;tubing;tubular;undertaking
🤬,face with symbols on mouth,16,1,expletive;curse;cursed;cuss;insult;profane;profanity;swear;vulgar;damn;damnable;invective;swore;vulgarism;vulgarity;vulgarize
↩️,right arrow curving left,16,0,detour;deviate;deviation;divert;retract;swerve;undo;undone;veer;digress;digression;digressive;retractable;retraction;undid;undoing
🥶,cold face,15,1,cold;brr;chilly;foil;frigid;hypothermia;nippy;numb;shiver;shudder;abominable;chilblain;frigidity;inhospitable;shivery
🧽,sponge,15,2,sponge;squeegee;abrasive;absorb;absorbency;absorbent;absorbing;absorption;porous;scour;scrub;spongy;wipe;abrade;porosity
🥃,tumbler glass,15,6,bourbon;glass;liquor;tequila;whiskey;whisky;absinthe;brandy;cognac;distillery;dram;liqueur;schnapps;scotch;tumbler
👏,clapping hands,15,4,applaud;applause;clap;ovation;acclaim;acclamation;bravo;encore;kudos;plaudit;adulate;adulation;laud;laudable;laudatory
🎒,backpack,15,3,knapsack;rucksack;satchel;burden;pack;preparedness;strap;vagabond;accouterments;burdensome;equip;lug;paraphernalia;trappings;unburden
🧣,scarf,15,3,scarf;scarves;shawl;afghan;babushka;flannel;insulate;insulation;kerchief;muffler;neckerchief;plaid;cashmere;mantilla;serape
🙌,raising hands,15,0,alleluia;ambidextrous;exalt;exaltation;extol;exult;exultant;exultation;gesticulate;gesticulation;hallelujah;praise;raise;glorification;glorify
🎣,fishing pole,15,2,fisherman;fishing;angling;fishery;lure;pike;reel;rod;trawl;barb;casting;caught;gaff;recapture;sinker
🤵,person in tuxedo,15,4,butler;gentleman;groom;husband;bachelor;baron;diplomat;footman;formal;hubby;tux;tuxedo;flunkey;flunky;gent
🏦,bank,15,2,bank;deposit;banker;banking;escrow;overdraft;overdraw;overdrawn;overdrew;teller;treasury;vault;depository;expropriate;expropriation
🧙,mage,15,4,magician;sorcerer;witch;wizard;bewitch;coven;druid;enchantress;gnome;hag;hermit;prophet;whiz;prophetess;whizz
♟️,chess pawn,15,4,checkers;chess;pawn;strategy;bishop;chessman;gambit;stratagem;strategic;strategist;tactic;tactical;tactics;checker;tactician
🌶️,hot pepper,15,5,chili;jalapeno;pepper;spice;spicy;cayenne;chile;paprika;peppery;piquant;racy;salsa;pimento;pimiento;piquancy
🍼,baby bottle,15,2,diaper;pacifier;creche;lactation;nipple;sitter;suckle;umbilical;lactate;mammary;pap;suckling;teat;tot;wean
👄,mouth,15,2,lip;mouth;oral;suck;glottis;gob;labial;lisp;maw;mouthful;pharyngeal;pharynges;pharynx;uvula;uvular
📥️,inbox tray,14,0,acquire;acquisition;collect;import;incoming;influx;intake;receive;recipient;acquirement;embed;importation;laid;retrieval
🥷,ninja,14,1,stealthy;ambush;burglar;burglary;pilfer;snuck;stealth;thug;burglarize;captor;hoodlum;hooligan;purloin;quisling
🐝,honeybee,14,7,bee;hive;pollinate;pollination;sting;swarm;wasp;apiary;buzz;hornet;stung;bumble;teem;waspish
🛣️,motorway,14,4,asphalt;pavement;road;street;avenue;boulevard;bumpy;crossroads;interstate;lane;pave;ramp;byway;macadam
🍮,custard,14,2,custard;pudding;caramel;eclair;gelatin;jelly;meringue;mousse;souffle;aspic;gelatine;gelatinous;jell;tapioca
🌼,blossom,14,5,daffodil;daisy;dandelion;marigold;pollen;aster;camomile;chamomile;chrysanthemum;forsythia;narcissus;saffron;jonquil;narcissi
👓️,glasses,14,2,bifocals;optician;bifocal;lorgnette;myopia;myopic;optometrist;optometry;specs;spectacle;astigmatic;astigmatism;legibility;legible
🪑,chair,14,5,bench;chair;sit;stool;table;ergonomics;preside;rickety;sedentary;sitting;hassock;rattan;sat;unseat
💳️,credit card,14,3,credit;debit;payment;cashier;creditor;debt;indebted;installment;instalment;prepaid;prepay;chargeable;debtor;incur
☁️,cloud,14,4,cloud;cloudy;cumulus;overcast;cirrus;cumuli;fluffy;nimbus;puffy;fluff;formless;miasma;nimbi;scud
🏪,convenience store,14,1,market;convenience;franchise;kiosk;mart;mercantile;merchant;proprietor;retail;vendor;commissary;franchisee;franchiser;proprietress
🔺,red triangle pointed up,14,3,prism;pyramid;triangle;conic;conical;delta;excess;excessive;pyramidal;tetrahedron;triangular;wedge;equilateral;shard
🚚,delivery truck,14,3,lorry;transportation;truck;convey;conveyance;hitch;move;mover;relocate;relocation;rig;teamster;trailer;transport
🐺,wolf,14,5,coyote;werewolf;werewolves;wolf;wolves;feral;howl;howling;husky;jackal;yowl;howler;lupine;wolfish
👵,old woman,14,1,granny;crone;grannie;matriarch;wrinkle;dowager;frump;frumpy;matriarchal;matriarchy;septuagenarian;spinster;spinsterhood;wrinkly
🐌,snail,14,2,slug;snail;dawdle;inefficient;invertebrate;periwinkle;sluggish;dally;dilatory;dillydally;dodder;inefficiency;lollygag;sluggard
🌪️,tornado,14,4,disaster;tornado;twister;vortex;disastrous;funnel;maelstrom;tempest;tempestuous;turbulence;turbulent;upheaval;quixotic;vortices
☢️,radioactive,14,3,nuclear;radiation;uranium;fission;irradiate;irradiation;nuke;plutonium;thermonuclear;krypton;neptunium;radium;radon;roentgen
🍋,lemon,13,3,lemon;lemonade;sour;acidic;citron;lemony;tangy;zest;acerbic;acerbity;astringency;astringent;zestful
📎,paperclip,13,3,attach;clip;staple;addendum;appendix;attachment;barrette;clasp;tweezers;addenda;adjunct;appendices;appurtenance
🦟,mosquito,13,2,mosquito;repellent;flea;gnat;itch;itchy;louse;malaria;midge;pesky;pester;anopheles;malarial
🏹,bow and arrow,13,5,archer;archery;arrow;bowman;hunter;catapult;hunt;hunting;huntress;quiver;bushman;flung;huntsman
🥦,broccoli,13,5,asparagus;broccoli;cauliflower;vegetable;veggie;nutrient;nutrition;nutritional;nutritious;vegan;nutriment;nutritive;roughage
🔵,blue circle,13,2,azure;blue;cerulean;bluing;bluish;cobalt;fleck;globular;plump;rotund;rotundity;splotch;splotchy
🤮,face vomiting,13,3,barf;puke;vomit;belch;loathsome;regurgitate;regurgitation;spew;spit;disgorge;emetic;hurl;ipecac
💑,couple with heart,13,1,couple;beau;heterosexual;lover;relationship;spouse;tryst;beaux;coitus;dalliance;heterosexuality;monogamous;monogamy
🚬,cigarette,13,3,cigar;cigarette;tobacco;blunt;fag;joint;nicotine;pipe;cheroot;faggot;fagot;reefer;tobacconist
🐱,cat face,13,5,cat;feline;kitten;kitty;meow;mew;pounce;puss;pussy;whisker;calico;kittenish;mouser
🤴,prince,13,2,king;prince;chivalrous;chivalry;courtier;lord;nobleman;dauphin;gallant;gallantry;lordly;lordship;squire
🌙,crescent moon,13,5,crescent;lunar;moon;night;nocturnal;concave;eve;nightly;overnight;concavity;curfew;pagan;paganism
🏡,house with garden,13,2,cottage;villa;hacienda;living;patio;rustic;settle;settlement;terrace;veranda;verandah;prodigal;quaint
⛽️,fuel pump,13,4,fuel;gasoline;petrol;pump;diesel;gas;kerosene;octane;refuel;gasohol;hydrocarbon;mileage;unleaded
🏨,hotel,12,3,hotel;inn;motel;accommodate;accommodation;hostel;lobby;lodging;suite;amenity;hostelry;hotelier
🍔,hamburger,12,1,burger;corpulent;fattening;fatty;patty;adipose;combo;corpulence;flab;flabby;portly;whopper
🔣,input symbols,12,0,parentheses;parenthesis;symbol;symbolic;ampersand;caret;circumflex;parenthetic;parenthetical;semicolon;symbolize;tilde
⚫️,black circle,12,1,coal;inky;monochrome;onyx;soot;sooty;tar;void;anthracite;carbon;ebony;monochromatic
🚔️,oncoming police car,12,2,arrest;felony;apprehend;correctional;detain;detainment;detention;extradite;extradition;felon;impound;felonious
🗄️,file cabinet,12,4,cabinet;drawer;dresser;shelf;archive;locker;rack;repository;shelve;shelves;shelving;archivist
🐒,monkey,12,7,baboon;chimp;chimpanzee;gibbon;lemur;monkey;primate;mandrill;marmoset;simian;prehensile;uncivilized
🛍️,shopping bags,12,0,bazaar;consumerism;customer;merchandise;salesclerk;salesman;salesperson;saleswoman;shoplifting;spree;bought;salesmanship
🥁,drum,12,4,bongo;drum;drummer;percussion;beat;cymbal;percussionist;timpani;tympanum;flog;timpanist;tympana
🥄,spoon,12,6,ladle;spatula;spoon;stir;strainer;whisk;dollop;spoonful;beater;dipper;soupcon;stirring
👸,princess,12,3,empress;princess;queen;belle;countess;duchess;gentlewoman;goddess;noblewoman;dame;damsel;giantess
🫧,bubbles,12,2,bubble;foam;blister;foamy;froth;frothy;oxygen;soapy;bladder;blob;oxygenate;spume
🍾,bottle with popping cork,12,2,bottle;champagne;booze;bubbly;carafe;cork;decanter;magnum;stopper;uncork;demijohn;hobnob
🤡,clown face,12,3,clown;fool;jester;bozo;buffoon;clownish;buffoonery;folly;foolery;mountebank;patsy;stooge
🎺,trumpet,12,4,bugle;trombone;trumpet;tuba;brass;cornet;kazoo;mariachi;reveille;trombonist;brassy;taps
🐣,hatching chick,12,2,fledgling;hatch;brood;cheep;embryo;gosling;inexperience;nestling;rebirth;reborn;embryonic;inexpert
👘,kimono,12,1,kimono;geisha;pyjamas;toga;tunic;caftan;cassock;courtesan;don;raiment;surplice;vestment
🦸,superhero,12,3,hero;heroine;superman;cape;heroic;heroics;heroism;protagonist;superhuman;superpower;vigilante;vigilantism
🎪,circus tent,12,2,circus;festival;convention;jamboree;marquee;gimmick;gimmickry;gimmicky;hangman;roustabout;whimsical;whimsy
🍊,tangerine,12,4,citrus;mandarin;orange;tangerine;kumquat;marmalade;orangeade;pulp;rind;tangelo;pulpy;scurvy
🌅,sunrise,12,3,dawn;horizon;morning;early;fade;morn;sunup;morrow;occidental;oriental;suffuse;suffusion
🐀,rat,12,2,rat;rodent;possum;shrew;snitch;varmint;vermin;fink;nutria;ratty;verminous;vole
🍄,mushroom,12,2,fungi;fungus;forage;fungal;hallucinogen;lichen;spore;fungicide;fungous;hallucinogenic;protuberance;protuberant
3️⃣,keycap: 3,12,2,third;three;trio;triple;tertiary;threesome;thrice;triad;trinity;tripartite;triumvirate;troika
⏸️,pause button,11,2,intermission;pause;adjourn;hiatus;moratorium;suspend;suspension;abeyance;adjournment;letup;moratoria
🧾,receipt,11,4,bill;invoice;receipt;receipts;account;accounting;billing;cheque;tab;accountability;accountable
🌰,chestnut,11,4,acorn;almond;nutmeg;walnut;cinnamon;filbert;hazel;pecan;bur;burr;tamarind
⏮️,last track button,11,0,ago;past;precede;previous;former;formerly;precedence;preceding;prior;retroactive;retrograde
🕺,man dancing,11,3,disco;discotheque;limbo;boogie;dab;hip;pose;swagger;akimbo;gigolo;poser
🌺,hibiscus,11,5,azalea;hibiscus;lei;orchid;poppy;anemone;exotic;luau;nasturtium;poinsettia;florid
😶,face without mouth,11,0,oblivious;speechless;unaware;artless;catatonic;insensate;insensibility;insensible;unawares;unsuspecting;unwary
🕌,mosque,11,2,minaret;mosque;ayatollah;caliphate;muezzin;mullah;sheik;sheikdom;sheikh;theocracy;theocratic
🚰,potable water,11,3,drain;faucet;sink;basin;drainage;spigot;spout;tap;valve;culvert;effluent
🎷,saxophone,11,3,jazz;sax;saxophone;blues;improvisation;improvise;jazzy;saxophonist;bebop;funk;funky
🌑,new moon,11,2,crater;dark;darken;gloom;overshadow;shadow;shadowy;shady;benighted;shading;starless
🖐️,hand with fingers splayed,11,0,bid;bidding;handle;spank;texture;bidden;filch;holder;possess;spanking;splay
🩲,briefs,11,2,underpants;underwear;briefs;panties;underclothes;underclothing;undergarment;undershorts;undies;bloomers;crotch
🥬,leafy green,11,6,cabbage;celery;endive;kale;lettuce;spinach;escarole;radish;romaine;sauerkraut;kohlrabi
🛶,canoe,11,3,canoe;kayak;raft;canoeist;craft;outrigger;pontoon;sampan;skiff;umiak;portage
⚪️,white circle,11,1,white;colorless;marble;neutral;neutrality;sphere;chalky;spherical;spheroid;whiten;whitish
🐷,pig face,11,3,oink;pig;piggy;fat;grunt;piggish;pigsty;pudgy;sty;chubby;wallow
⭕️,hollow red circle,11,1,circle;circular;circumference;encircle;hoop;rim;round;encirclement;periphery;quoit;roundish
🌽,ear of corn,11,2,corn;maize;cob;cornucopia;kernel;shuck;succotash;tamale;hominy;husk;mealy
🦊,fox,11,1,fox;crafty;cunning;fur;sly;sneaky;vixen;foxy;tallyho;wile;wily
🦆,duck,11,3,drake;duck;mallard;decoy;eider;loon;merganser;quack;waddle;grebe;quackery
🔷,large blue diamond,11,2,polygon;rhombus;heptagon;polygonal;polyhedron;quadrilateral;rhomboid;shape;trapezoid;entity;trapezoidal
🔞,no one under eighteen,11,0,explicit;obscene;obscenity;porn;porno;pornographic;pornography;masturbate;masturbation;uncensored;unprintable
1️⃣,keycap: 1,11,1,one;primary;single;firstly;lone;nonce;once;primarily;singly;singular;solely
🪢,knot,11,3,knot;noose;rope;gallows;hang;knotty;loose;hanging;ligature;oakum;slack
🐚,spiral shell,10,3,conch;nautilus;shell;abalone;limpet;mollusk;nautili;quahog;whelk;cockle
👼,baby angel,10,2,angel;cherub;angelic;archangel;cherubic;incarnate;incarnation;virgin;virginal;virginity
🐜,ant,10,2,ant;termite;anteater;entomologist;entomology;exterminate;extermination;entomological;niggling;puny
⬅️,left arrow,10,1,left;back;backwards;inward;antecedent;inwards;rearward;rearwards;was;were
🐭,mouse face,10,3,dormouse;mice;mouse;chinchilla;dormice;mousy;nibble;squeak;squeaky;anthropomorphic
📷️,camera,10,5,camera;photo;photograph;photography;tripod;aperture;overexpose;overexposure;telephoto;underexpose
👙,bikini,10,2,bikini;undress;bra;brassiere;knickers;lingerie;buxom;cleavage;girdle;unclothed
🤓,nerd face,10,3,geek;nerd;nerdy;bookish;dweeb;dork;dorky;pedant;pedantic;pedantry
🚌,bus,10,2,bus;shuttle;coach;excursion;outing;tour;transit;busing;bussing;omnibus
💾,floppy disk,10,1,diskette;byte;floppy;gigabyte;megabyte;microchip;microprocessor;save;cache;kilobyte
📞,telephone receiver,10,1,call;caller;contact;dial;operator;receiver;ringer;telemarketing;calling;lineman
🍈,melon,10,5,cantaloupe;fig;lime;melon;papaya;guava;litchi;limy;papaw;pawpaw
🏳️,white flag,10,1,surrender;concede;defeat;quitter;rout;submission;capitulate;capitulation;defeatism;defeatist
🧤,gloves,10,4,catcher;glove;mitt;mitten;catch;latex;muff;neoprene;tanner;tannery
📱,mobile phone,10,3,gadget;phone;tablet;device;electronic;electronics;gadgetry;kindle;mobile;cellular
🧀,cheese wedge,10,3,cheddar;cheese;mozzarella;cheesy;creamery;curd;feta;grate;ricotta;rennet
🥾,hiking boot,10,1,hike;shabby;spur;trail;trek;clodhopper;clomp;gaiter;slog;trodden
🖥️,desktop computer,10,4,desk;display;monitor;screen;cubicle;interface;processor;render;simulation;simulate
👧,girl,10,2,daughter;girl;niece;gal;girlhood;girlish;lass;lassie;sis;wench
🍰,shortcake,10,1,dessert;indulge;indulgence;indulgent;overindulgence;torte;trifle;decadent;half;moiety
🌦️,sun behind rain cloud,10,2,drizzle;weather;drizzly;meteorologist;meteorology;showery;sprinkling;meteorological;unseasonable;weathering
🥳,partying face,10,2,euphoria;euphoric;ecstasy;ecstatic;extroversion;extrovert;extroverted;lively;gregarious;liven
🕸️,spider web,10,1,web;entangle;entanglement;mesh;enmesh;ensnare;gossamer;plexus;swish;webbing
🧻,roll of paper,10,2,napkin;tissue;hanky;rag;shred;unroll;flimsy;hankie;terry;wadding
🦉,owl,10,1,owl;hoot;ornithologist;ornithology;owlish;screech;wisdom;wise;sagacious;sagacity
🐖,pig,9,3,hog;piglet;swine;aardvark;tapir;fatten;hoggish;runt;swinish
🌉,bridge at night,9,2,bridge;overpass;aqueduct;underpass;viaduct;abutment;cantilever;isthmus;trestle
🎫,ticket,9,1,ticket;admission;concession;privilege;stub;gage;privileged;reserved;reserves
🔑,key,9,1,key;jailer;jailor;keeper;pivotal;ankh;fob;indispensable;main
🎰,slot machine,9,2,casino;roulette;bet;bettor;bookie;croupier;slot;ante;parimutuel
0️⃣,keycap: 0,9,1,zero;naught;nil;none;nought;null;scoreless;zilch;aught
⚽️,soccer ball,9,3,ball;soccer;sports;balls;sport;sporting;sporty;striker;sportive
📿,prayer beads,9,3,bracelet;pendant;rosary;bangle;bead;choker;locket;chaplet;pendent
🐻,bear,9,3,bear;cub;grizzly;bruin;hibernate;hibernation;grizzled;maul;polar
🦫,beaver,9,3,beaver;mole;platypus;ermine;ferret;wombat;castor;furrier;pelt
🥺,pleading face,9,0,beggar;destitute;sensitive;beggarly;destitution;sensitivity;sensitize;touched;wheedle
🐐,goat,9,1,goat;ibex;billy;chamois;cloven;faun;goatee;mohair;satyr
‼️,double exclamation mark,9,0,critical;emphasis;emphasize;blatant;emphases;emphatic;really;reemphasize;very
😣,persevering face,9,0,blemish;bother;complain;complaint;struggle;bothersome;compunction;inconvenience;inconvenient
👰,person with veil,9,2,bride;wife;bridal;maiden;veil;maidenhood;veiled;wimple;wives
🐂,ox,9,3,bull;ox;oxen;bullock;matador;steer;toreador;yoke;zebu
🍇,grapes,9,1,grape;bunch;cluster;prune;raisin;vine;winery;damson;sultana
🧈,butter,9,1,butter;churn;margarine;buttery;lard;lipid;oleomargarine;slather;soften
🔘,radio button,9,1,button;node;nodule;pellet;unbutton;modal;mode;nodular;nub
⛳️,flag in hole,9,1,golf;caddie;fore;par;putt;tee;caddy;duffer;putter
🥜,peanuts,9,5,cashew;nut;nuts;peanut;pistachio;nutty;goober;scrota;scrotum
🦎,lizard,9,6,chameleon;iguana;lizard;newt;reptile;salamander;reptilian;caudal;underbelly
🐆,leopard,9,6,cheetah;jaguar;leopard;ocelot;panther;puma;cougar;hyena;prowl
🍆,eggplant,9,0,penis;condom;genital;genitalia;genitals;penes;phalli;phallic;phallus
🚦,vertical traffic light,9,2,intersection;traffic;congest;congestion;go;junction;yield;hooker;yielding
🎮️,video game,9,3,control;controller;game;console;distraction;pastime;player;controllable;gamesmanship
🎢,roller coaster,9,0,conveyer;erratic;experience;swing;thrill;thrilling;misadventure;venturesome;venturous
🔇,muted speaker,9,1,mute;inaudible;muffle;noiseless;silencer;soundless;deaden;toneless;tuneless
🥴,woozy face,9,0,delirious;falter;feeble;stagger;tipsy;delirium;heady;plastered;seedy
🧐,face with monocle,9,1,monocle;fastidious;finicky;intriguing;discerning;discernment;discriminating;persnickety;scrupulous
🤿,diving mask,9,5,dive;diver;scuba;snorkel;underwater;frogman;immerse;immersion;plunge
🪶,feather,9,2,feather;quill;downy;feathered;feathery;plumage;plume;lite;powwow
🎗️,reminder ribbon,9,0,elastic;inaugurate;inauguration;oncology;sash;elasticity;inaugural;tacky;tribute
🌴,palm tree,9,3,jungle;palm;tropical;palmetto;subtropical;tropic;equatorial;palmy;semitropical
🤞,crossed fingers,9,0,expectation;hope;hopeful;oath;forswear;forswore;forsworn;hopefully;wishful
🍝,spaghetti,9,5,lasagna;macaroni;pasta;ravioli;spaghetti;sloppy;vermicelli;extrude;extrusion
👅,tongue,9,2,lick;tongue;flavor;flavour;licking;palate;taste;foretaste;lingual
🎄,Christmas tree,9,3,ornament;tinsel;wreath;noel;ornamental;yule;yuletide;ornamentation;wreathe
🔙,BACK arrow,9,1,return;retrospect;retrospection;retrospective;returnee;reactionary;recant;recantation;retrace
🏎️,racing car,8,0,accelerate;acceleration;overtake;overtaken;overtook;reckless;rev;speedster
🥰,smiling face with hearts,8,1,cute;adorable;cherish;fond;lovable;loveable;lovely;loving
🫘,beans,8,2,bean;kidney;legume;lentil;renal;adrenal;gonad;leguminous
🆕,NEW button,8,1,new;neophyte;newly;original;recent;rookie;afresh;newfangled
🐸,frog,8,5,amphibian;croak;frog;tadpole;toad;amphibious;polliwog;pollywog
🏟️,stadium,8,3,arena;coliseum;stadium;amphitheater;bleachers;stadia;venue;quad
🎡,ferris wheel,8,3,carnival;fair;wheel;amusement;attraction;recreation;recreational;fairly
☄️,comet,8,4,asteroid;comet;meteor;meteorite;apocalypse;apocalyptic;meteoric;meteoroid
🦪,oyster,8,4,clam;mussel;oyster;scallop;barnacle;bivalve;pearl;pearly
🐶,dog face,8,4,beagle;pug;pup;puppy;collar;pooch;underdog;whelp
📣,megaphone,8,1,megaphone;bellow;cheer;holler;rousing;convoke;heckle;muster
➰️,curly loop,8,0,bend;bent;curl;curlicue;curly;crooked;ellipsis;trajectory
🚲️,bicycle,8,4,bicycle;bike;tricycle;unicycle;pedal;tandem;derailleur;freewheeling
⛺️,tent,8,3,teepee;tent;tepee;bivouac;encamp;encampment;haven;wigwam
🎾,tennis,8,2,racquet;tennis;deuce;fetch;lob;racket;serve;bobble
💐,bouquet,8,2,bouquet;florist;courtship;garland;nosegay;posy;reception;suitor
👦,boy,8,2,boy;son;boyhood;lad;nephew;sonny;boyish;chap
👞,man’s shoe,8,1,shoe;clog;cobbler;oxford;brogan;brogue;shod;suede
😆,grinning squinting face,8,1,giggle;cackle;chortle;excitability;excitable;excite;giggly;risible
📸,camera with flash,8,0,capture;expose;exposure;photogenic;sepia;snap;candid;flasher
🟫,brown square,8,0,carpet;mat;rug;carpeting;linoleum;matt;matte;matting
🐈️,cat,8,0,lynx;tabby;caterwaul;civet;scruff;scruffy;slink;tom
🪪,identification card,8,0,citizenship;credential;credentials;id;identification;identity;lanyard;membership
🥂,clinking glasses,8,0,clink;cordial;mingle;socialite;soiree;effervesce;effervescence;effervescent
🌆,cityscape at dusk,8,3,dusk;evening;twilight;cosmopolitan;dusky;megalopolis;silhouette;gloaming
🎟️,admission tickets,8,2,coupon;lottery;raffle;redeem;redeemable;redemption;voucher;lot
🌧️,cloud with rain,8,4,monsoon;precipitation;rain;rainy;dismal;dreary;drench;torrential
🆓,FREE button,8,0,free;gratis;extricate;extrication;freeman;gratuitous;spare;sparing
🧚,fairy,8,1,fairy;nymph;pixie;pixy;sprite;fey;naiad;sylph
🥇,1st place medal,8,2,first;gold;javelin;primacy;prime;rank;ranking;palladium
🌭,hot dog,8,2,frankfurter;sausage;kielbasa;knackwurst;knockwurst;liverwurst;mustard;wiener
😜,winking face with tongue,8,0,irreverent;jest;tease;frisky;irreverence;josh;razz;uninhibited
🐇,rabbit,8,0,hare;hop;hutch;scamper;frolic;frolicsome;gambol;warren
🧦,socks,8,3,sock;sox;stocking;garter;hosiery;pantyhose;ragged;raggedy
🏊️,person swimming,8,3,pool;swim;swimming;lap;stroke;triathlon;swam;swum
📮,postbox,8,3,mailman;postman;stamp;post;postage;postal;philatelist;philately
🥵,hot face,8,1,thirsty;muggy;overheat;overwork;sultry;swelter;sweltering;thirst
♿️,wheelchair symbol,7,0,accessibility;accessible;disability;disabled;paraplegia;paraplegic;quadriplegic
🤑,money-mouth face,7,1,greedy;greed;miser;stingy;acquisitive;grasping;nabob
💓,beating heart,7,1,pulse;alive;palpitate;palpitation;pulsate;pulsation;throb
🥫,canned food,7,2,can;mayonnaise;aluminum;mayo;tin;canister;canned
🏴,black flag,7,0,anarchism;anarchist;anarchy;tartan;anarchistic;renegade;welsh
⚧️,transgender symbol,7,0,hermaphrodite;transsexual;androgynous;hermaphroditic;sex;sexual;sexuality
🕰️,mantelpiece clock,7,0,antiquated;contemporary;erstwhile;pendulum;vintage;contemporaneous;seldom
🍸️,cocktail glass,7,1,martini;gin;vodka;aperitif;habitue;jigger;tipple
🔝,TOP arrow,7,0,apex;maximum;top;apices;over;overly;utmost
🗂️,card index dividers,7,0,arrangement;assorted;organize;pile;piles;assemblage;assort
🛬,airplane arrival,7,0,arrival;arrive;landing;landed;repatriate;repatriation;tarmac
😕,confused face,7,1,perplexed;baffle;bafflement;baffling;clueless;perplex;perplexity
⚾️,baseball,7,1,inning;baseman;bunt;homer;infield;pitch;grounder
🦜,parrot,7,5,beak;macaw;parakeet;parrot;toucan;cockatoo;squawk
⏪️,fast reverse button,7,1,rewind;before;retrogress;retrogression;rewound;predate;retrogressive
🍴,fork and knife,7,3,cutlery;fork;utensil;bite;forked;prong;tine
🌨️,cloud with snow,7,2,blizzard;snowy;flurry;sleet;slush;sleety;slushy
🚂,locomotive,7,1,locomotive;derail;derailment;locomotion;porter;brakeman;loco
👬,men holding hands,7,1,brother;brotherhood;fraternal;fraternity;brotherly;fraternization;fraternize
🍫,chocolate bar,7,3,brownie;chocolate;fudge;cacao;cocoa;truffle;chunky
🪣,bucket,7,2,bucket;pail;fill;pailful;bucketful;tarp;tarpaulin
🦢,swan,7,3,goose;origami;swan;cygnet;gaggle;gander;canard
📼,videocassette,7,1,cassette;nostalgia;nostalgic;outmoded;tape;oldie;passe
🐉,dragon,7,2,dragon;fantasy;chimera;mythical;mythology;chimerical;mythological
🚛,articulated lorry,7,0,convoy;freight;haul;semitrailer;tow;juggernaut;wrecker
🚣,person rowing boat,7,2,oar;row;coxswain;dory;gondolier;oarsman;scull
🥒,cucumber,7,4,cucumber;gherkin;pickle;zucchini;okra;relish;piccalilli
🧸,teddy bear,7,1,toy;cuddly;mascot;plush;plushy;soft;softy
🪒,razor,7,2,razor;shave;shaver;shaving;depilatory;shaven;strop
📤️,outbox tray,7,1,send;outsourcing;sent;submit;displace;displacement;divest
🚿,shower,7,2,rinse;shower;gargle;hose;nozzle;plumbing;douche
💕,two hearts,7,2,romance;romantic;endearment;romanticism;romanticize;endear;tender
💴,yen banknote,7,0,lira;lire;peseta;peso;rupee;yen;franc
📻️,radio,7,1,radio;frequency;stereo;tuner;grainy;roger;transistor
☝️,index pointing up,7,0,insist;insistence;insistent;monotheism;monotheist;monotheistic;only
✖️,multiply,7,2,multiplication;multiply;intersect;multiplicand;multiplier;redouble;times
🎎,Japanese dolls,7,1,puppet;marionette;puppeteer;puppetry;tradition;traditional;traditionalist
🥔,potato,7,2,potato;turnip;mash;rutabaga;spud;tuber;tuberous
🟡,yellow circle,7,1,yellow;minion;sulfur;sulphur;yellowish;sallow;sulfurous
🫃,pregnant man,6,1,abdomen;abdominal;bowel;bulge;bulgy;gastric
🛟,ring buoy,6,1,buoy;adrift;afloat;flotation;buoyancy;buoyant
😮,face with open mouth,6,0,awe;burp;gape;oh;rapt;ah
🦄,unicorn,6,1,unicorn;fanciful;imaginary;narwhal;albino;phantasy
🔰,Japanese symbol for beginner,6,2,beginner;novice;amateur;amateurish;amateurism;novitiate
🎞️,film frames,6,1,animation;animate;celluloid;fiche;travelog;travelogue
☣️,biohazard,6,0,anthrax;contaminant;contaminate;contaminated;contamination;corrosive
🕷️,spider,6,3,arachnid;spider;tarantula;mite;tick;spidery
😓,downcast face with sweat,6,0,arduous;laborious;toil;toilsome;travail;tribulation
🔐,locked with key,6,0,cipher;cryptic;cryptogram;cryptography;encode;authentication
🦡,badger,6,1,badger;mongoose;weasel;wolverine;mink;stoat
😭,loudly crying face,6,2,bawl;sob;blubber;inconsolable;wail;bewail
🧗,person climbing,6,2,climb;mountaineer;challenging;clamber;ledge;belay
