word,llm_emoji,fit,cldr_emojis,agree
luggage,🧳,3,🧳;🛅,true
lumber,🪵,3,🪵;🪚,true
lunch,🍱,3,🍴,false
lung,🫁,3,🫁,true
lupine,🐺,1,🪻,false
lure,🎣,2,🪤,false
luxurious,💎,2,🧖,false
luxury,💎,3,🚤,false
lying,🤥,3,🤥,true
machine,⚙️,3,🎰;📠,false
mad,😡,3,😖;😩;😤;😡;😠;🤬;💢;🗯️;🧂;🍸️,true
maddening,😡,2,😡;😠,true
maggot,🐛,3,🪰,false
magic,✨️,3,🧙;🧝;✨️;🔮;🪄;🎩,true
magical,✨️,3,🧝,false
magician,🧙,3,🪄,false
magnet,🧲,3,🧲,true
magnetic,🧲,3,🧭;🧲,true
mail,✉️,3,💌;✉️;📧;📨;📩;📤️;📥️;📫️;📪️;📬️;📭️;📮,true
maize,🌽,3,🌽,true
major,🎖️,2,🔑,false
malaria,🦟,2,🦟,true
male,♂️,3,🐏;♂️,true
malt,🍺,2,🥤,false
mammal,🐘,2,🫎;🫏,false
mammoth,🦣,3,🦣,true
man,👨,3,👨;👴;👷;🫃;🚶;🕺;👫;☃️;⛄️;👞;🚹️;♂️,true
manage,📋️,1,🤹,false
mane,🦁,2,🦁,true
mango,🥭,3,🥭,true
manicure,💅,3,💅,true
mantilla,🧣,1,🧕,false
manual,📘,2,🦽,false
map,🗺️,3,🗺️;🗾;📍,true
maple,🍁,3,🍁,true
marathon,🏃,3,🏃,true
marine,⚓️,2,🫍;🪼,false
mark,✔️,2,❣️;💋;📑;🔖;🔛;‼️;⁉️;❓️;❔️;❕️;❗️;✅️;✔️;❌️;❎️;〽️;™️;🆙,true
marker,🖊️,3,📑,false
market,🏪,3,💹,false
married,💍,2,💍,true
marsupial,🦘,2,🐨;🦘,true
martial,🥋,2,🥋,true
martini,🍸️,3,🍸️,true
mask,😷,3,😷;👹;👺;🤿;🎭️,true
massage,💆,3,💆,true
mate,🤝,2,🧉,false
math,➗️,3,📏;📐;➖️;➗️;🟰,true
maybe,🤷,2,🤷,true
mayo,🥫,2,🪅,false
maze,🌀,3,🌽,false
me,🙋,2,🫴;🤙;🙋,true
mean,😠,2,👺,false
meat,🥩,3,🍖;🥩;🥓;🥧,true
mechanic,🔧,3,🧰,false
mechanical,⚙️,2,🦾;🦿,false
medal,🏅,3,🎖️;🏅;🥇;🥈;🥉,true
media,📰,2,📝,false
medical,🩺,3,😷;🩻;⚕️,false
medicine,💊,3,😷;🏥;💉;🩸;💊;🩺;⚕️,true
medieval,🏰,2,👑,false
meditate,🧘,3,🙇,false
meditation,🧘,3,🙇;🧘,true
medium,📏,1,⭐️;🔉;◼️;◻️;◾️;◽️,false
meeting,🤝,3,🤝,true
megaphone,📣,3,📣,true
melon,🍈,3,🍈,true
melt,🫠,3,🫠,true
memo,📝,2,📝,true
memorial,🕯️,2,🪦,false
men,👨,2,👬;🍸️,false
menorah,🕎,3,🕎,true
menstruation,🩸,2,🩸,true
mercy,🙏,2,🥺,false
merry,😄,2,🎅;🤶,false
mess,🧹,2,🫟,false
message,✉️,3,💬,false
metal,🔩,2,🪙,false
metro,🚇️,3,🚇️,true
microbe,🦠,3,🦠,true
microphone,🎤,3,🎙️;🎤,true
microscope,🔬,3,🔬,true
middle,➡️,2,🖕,false
mild,🙂,1,🤨,false
military,🎖️,3,🎖️;🪖,true
milk,🥛,3,🐮;🐄;🐐;🍼;🥛;🧋,true
milky,🥛,2,🌌,false
million,💯,1,💰️;💸;💲,false
millionaire,💰️,2,🚤,false
mind,🧠,2,🤯,false
mining,⛏️,3,⛏️,true
minus,➖️,3,➖️,true
mirror,🪞,3,🪩;🪞,true
mischievous,😈,2,👿,false
miss,❌️,2,😘;😢,false
mobile,📱,2,📱;📲;📵;📶;📳;📴,true
mobility,🚶,1,🩼,false
mode,🔘,1,📳,false
mollusk,🐚,2,🦑,false
mom,👩,3,🤱,false
monarch,👑,3,🫅,false
money,💰️,3,🤑;🫰;🧧;💎;🪙;💰️;🪎;💴;💵;💶;💷;💸;💳️;💹;🏧;💱;💲,true
monitor,🖥️,3,🖥️,true
monkey,🐒,3,🙈;🙉;🙊;🐵;🐒;🦧,true
monocle,🧐,3,🧐,true
monorail,🚝,3,🚈;🚝,true
monster,👹,3,💀;☠️;💩;👹;👺;👻;👽️;👾;🤖;🧌,true
monthly,📅,2,🈷️,false
moo,🐄,3,🐮;🐄,true
moon,🌙,3,🥮;🌑;🌒;🌓;🌔;🌕️;🌖;🌗;🌘;🌙;🌚;🌛;🌜️;🌝;🎑,true
moose,🫎,3,🫎,true
morning,🌅,3,💖;☕️;🌄;🌅,true
mortar,🧱,2,🧱,true
mosque,🕌,3,🕌,true
mosquito,🦟,3,🦟,true
mother,👩,3,🤱;🤶,false
motor,⚙️,2,🛵;🛥️,false
mount,⛰️,2,🗻,false
mountain,⛰️,3,🧗;🚵;🏔️;⛰️;🛘;🌋;🗻;🚞;🚠,true
mouse,🐭,3,🐭;🐁;🖱️;🪤,true
moustache,🥸,1,🥸,true
mouth,👄,3,😃;😄;😆;😅;🤑;🤭;🫢;🤐;😶;🥴;🫤;😮;😦;😰;🤬;😺;👄,true
move,🚚,2,🏃;🚛,false
movie,🎬️,3,🍿;🎥;🎞️;📽️;🎬️;🎦,true
mug,☕️,3,🍺,false
mule,🐴,3,🫏,false
multiplication,✖️,3,✖️;❌️;❎️,true
multiply,✖️,3,✖️;❌️;❎️,true
munch,😋,2,😱,false
muscle,💪,3,💪,true
museum,🏛️,3,🖼️;🎨,false
music,🎵,3,🔊;🎼;🎵;🎶;🎙️;🎚️;🎛️;🎤;🎷;🎺;🪊;🪗;🎸;🎹;🎻;🪕;🥁;🪇;🪈;🪉,true
musical,🎵,2,🎼;🎵;🎶;🎹,true
mustache,🥸,2,🥸,true
mute,🔇,3,😶;🔇;🔕,true
mysterious,🕵️,2,👤,false
mystery,🕵️,3,🫆,false
myth,📜,2,🧚;🧝;🧞,false
mythology,🐉,2,🪽,false
nail,💅,2,💅,true
name,📛,2,📛,true
nap,😴,3,😴;😫;🥱;🛌,true
nasty,🤢,2,🤢,true
national,🌍️,2,🏞️,false
natural,🌿,2,🫚,false
nature,🌿,3,🐌;🐝;🐞;🌵;🌋;🗻;🌅;🌈;⚡️;💧;🌊,false
navigation,🧭,3,🧭,true
neck,🦒,2,🧣,false
nectarine,🍑,2,🍊,false
needle,🪡,3,🧵;🪡;💉,true
negative,➖️,2,📉;🧲,false
nerd,🤓,3,🤓,true
nervous,😰,3,😅;😟;😰;😓;💗;🫦,true
nest,🪺,3,🪹;🪺,true
net,🥅,3,⛹️;🥅,true
network,🌐,3,🛜,false
neutral,⚪️,2,😐️,false
new,🆕,3,🗽;🌑;🌚;🆕,true
news,📰,3,📰;🗞️,true
next,➡️,2,⏭️,false
nib,🖋️,2,✒️;🔏,false
nice,😊,2,😀;😁;😛;👏,false
night,🌙,3,😙;😪;😴;🥱;💖;💤;🛌;🌃;🌉;🌟;🌠,false
nine,9️⃣,3,🕘️;🕤️;9️⃣,true
no,🙅,3,🤯;😲;🙈;🙉;🙊;👎️;🙅;🤦;🦲;🔕;⛔️;🚫;🚳;🚭️;🚯;🚷;📵;🔞;🈵,true
noble,👑,2,🫅,false
noodle,🍜,3,🍜,true
nope,🙅,3,👎️,false
north,⬆️,3,⬆️,true
nose,👃,3,🥸;😤;👃;🐽;🚅,true
nosey,👃,2,👃,true
not,🚫,2,😑;😕;🥺;😥;🙉;🙊;🙅;🤦;⏳️;🔕;⛔️;🚫;🚳;🚭️;🚯;🚷;📵;🔞;🈶,true
note,📝,3,🎼;🎵;🎶;💴;💵;💶;💷;💸;🗒️,false
notice,👀,2,🪧,false
nuptials,💍,2,💒,false
nut,🥜,3,🥜;🔩,true
nutty,🥜,2,😜,false
oar,🚣,3,🚣,true
ocean,🌊,3,🧜;🏄️;🐳;🐋;🐬;🫍;🦭;🐙;🪸;🪼;🌊,true
octagonal,🛑,2,🛑,true
octopus,🐙,3,🐙,true
odor,👃,2,👃,true
of,🔗,1,😂;💩;😹;🤚;🤘;🌾;🌽;🥩;🥘;🍲;🥛;🗾;🗽;🩸;🧻;🛐;✡️;☸️;🈶;🈚️,false
off,🔴,2,📆;📴;☑️,false
offer,🎁,3,🫴,false
office,🏢,3,🏢;🏣;🏤;💻️;💼,true
officer,👮,3,👮,true
ogre,👹,3,👹,true
oh,😮,2,😐️;😑;🙀;🤦,false
oil,🛢️,3,🛢️;🪔,true
okay,👌,3,👌;🆗,true
old,👴,3,🧓;👴;👵;🦳;📼;📇;🗝️,true
olive,🫒,3,🫒,true
on,🔛,2,🤣;🤬;🤘;🍖;⛱️;🥿,false
once,1️⃣,1,🔂,false
oncoming,➡️,1,👊;🚍️;🚔️;🚖;🚘️,false
one,1️⃣,3,👁️;🐪;🕐️;🕜️;🩱;🩲;🔞;1️⃣,true
onion,🧅,3,🧅,true
oops,😬,3,🤭;🙊;🫗,false
open,🔓️,3,😃;😄;😆;😅;🤗;🫢;😮;😦;😰;😺;👐;📖;📬️;📭️;📂;🔓️;🈺,true
opening,🚪,2,🪟,false
optical,👁️,2,💽;💿️;📀,false
or,➕️,1,⏯️,false
orange,🍊,3,🧡;🍊;📙;🟠;🟧;🔶;🔸,true
orangutan,🦧,3,🦧,true
orchestra,🎻,3,🪈;🪉,false
order,📋️,2,🦁,false
organ,🎹,3,🫀;🫁,false
ornithology,🦉,2,🐔;🐓;🐤;🐥;🐦️;🐧;🕊️;🦅;🦆;🦢;🦉;🦤;🦩;🦚;🦜;🪿,true
orthodox,⛪️,2,☦️,false
ostentatious,💎,2,🦚,false
otter,🦦,3,🦦,true
ouch,🤕,3,🤕;🪼,true
out,🚪,2,😛;😜;😝;😵,false
over,🔝,1,🤭;🫢;👮;🍳;🌄,false
overeat,🍽️,2,🫃;🫄,false
owl,🦉,3,🦉,true
ox,🐂,3,🐂;♉️,true
oyster,🦪,3,🦪;🥡,true
pace,🚶,2,🚶,true
package,📦️,3,📦️,true
packing,📦️,2,🧳;🛃;🛄,false
pad,📓,2,🗒️;🗓️,false
paddle,🏓,2,🚣;🏓,true
page,📄,3,📃;📄,true
pager,📟️,3,📟️,true
paid,💵,2,🤑;💰️,false
pail,🪣,3,🥡;🪣,true
pain,😖,3,🥲,false
paint,🎨,3,🫟,false
painter,🎨,2,🎨,true
painting,🖼️,3,🖼️;🎨;🖌️,true
pair,👯,2,👯,true
palace,🏰,3,💂,false
palette,🎨,3,🎨,true
palm,🌴,3,🫳;🫴;🌴;🥥;🪬,true
pamper,💆,2,🧖,false
pan,🍳,3,🍳;🥘,true
panda,🐼,3,🐼,true
panic,😱,3,🫨;🫪,false
pants,👖,3,👖;🩳,true
paper,📄,3,🏮;📃;📜;📄;📰;🗞️;✂️;🗄️;🧻,true
parachute,🪂,3,🪂,true
parasite,🦠,2,🪱,false
parcel,📦️,3,📦️,true
park,🏞️,3,🏞️;🛝;🎡;🎢,true
parlor,🛋️,2,💇,false
parrot,🦜,3,🦜,true
part,🧩,2,〽️,false
party,🎉,3,😛;😜;🥳;👯;🍹;🎉;🎊;🪅;🪩;👒;🪇,true
pass,✅️,2,⛔️,false
passenger,🧳,1,🛳️;⛴️;🚢,false
passing,🚗,2,🈴,false
pasta,🍝,3,🍝,true
pastry,🥐,3,🍥;🎂;🍰;🥧,false
patience,⏳️,2,🤌,false
patrol,🚓,3,🚓,true
pause,⏸️,3,🫷;🫸;⏯️;⏸️,true
paw,🐾,3,🐾,true
pawn,♟️,3,♟️,true
pay,💵,3,💸;💳️;💲,false
pea,🟢,2,🫛,false
peace,☮️,3,😌;✌️;🧘;🕊️;🪷;☮️,true
peaceful,😌,2,😇;☮️,false
peach,🍑,3,🍑,true
peacock,🦚,3,🦚,true
peahen,🐔,1,🦚,false
peanut,🥜,3,🥜,true
pear,🍐,3,🍐,true
pearl,🦪,2,🦪;🧋;🫧,true
pearly,🦪,1,🦷,false
pedestrian,🚶,3,🚶;🚸;🚷,true
peek,👀,3,🫣,false
peep,👀,2,🫣;👀,true
pen,🖊️,3,✒️;🖋️;🖊️;🔏,true
penalty,⚖️,2,🟥;🟨,false
pencil,✏️,3,✏️;📝,true
penguin,🐧,3,🐧,true
pensive,🤔,2,😔,false
people,👥,3,👯;🤼;👥;🫂,true
pepper,🌶️,3,🌶️;🫑,true
pepperoni,🍕,2,🍕,true
percussion,🥁,3,🪇,false
perfect,💯,2,💯,true
persevere,💪,2,😣,false
person,🧑,3,🥸;🧑;👱;🧔;🧓;🙍;🙎;🙅;🙆;💁;🙋;🧏;🙇;🤦;🤷;🥷;👷;🫅;👳;👲;🤵;👰;🫄;🧚;💆;💇;🚶;🧍;🧎;🏃;🕴️;🧖;🧗;🤺;🏌️;🏄️;🚣;🏊️;⛹️;🏋️;🚴;🚵;🤸;🤽;🤾;🤹;🧘;🛀;🛌;💏;💑,true
personal,🧑,1,💻️,false
pest,🐛,3,🪳;🦟;🪰,false
pester,🦟,2,🦡,false
pet,🐾,3,🐶;🐕️;🐱;🐈️;🐹;🐰;🐇,false
phone,📱,3,🤳;📱;📲;☎️;📞;📵;📶;📳;📴,true
photo,📷️,3,📷️,true
pi,🥧,1,👲,false
piano,🎹,3,🎹,true
piccolo,🎶,2,🪈,false
pick,⛏️,2,🫳;🙋;🛻;🪮;⛏️;⚒️,true
picket,🚧,2,🪧,false
pickle,🥒,3,🥒,true
picnic,🧺,3,🧺,true
picture,🖼️,3,🖼️,true
pie,🥧,3,🥧,true
piece,🧩,2,🧩;🩱;🩲,true
pig,🐷,3,🐷;🐖;🐗;🐽,true
pile,🗂️,2,💩,false
pill,💊,3,💊,true
pin,📌,3,📌;📍;🧷,true
pinch,🤏,3,👌,false
pine,🌲,3,🌲;🎍,true
ping,📡,2,🏓,false
pink,🩷,3,🩷,true
pint,🍺,2,🍺,true
pipe,🚬,2,🪈,false
pirate,☠️,3,🦜,false
pissed,😡,2,😒;🤬,false
pistol,🔫,3,🔫,true
pita,🫓,3,🫓,true
pitch,⚾️,2,🤾,false
pity,😢,2,🙇,false
pixie,🧚,2,🧚,true
pizza,🍕,3,🍕,true
placard,🪧,3,🪧,true
place,📍,2,🥇;🥈;🥉;🛐,false
plane,✈️,3,✈️;🛩️;🛫;🛬;🛄,true
planet,🪐,3,🪐,true
plankton,🦠,2,🪼,false
plant,🌱,3,💐;🌸;🏵️;🌹;🌺;🌻;🌼;🌷;🪻;🌱;🪴;🌴;🌵;🌾;🌿;☘️;🍀;🌰;🎍;🪏,true
plaque,🦷,2,🪧,false
plate,🍽️,3,🍽️,true
play,🎭️,2,🧙;🛝;▶️;⏯️,false
player,🎮️,2,⛹️,false
playful,😄,2,🦦,false
please,🙏,2,🥺;🥹;🙏,true
plug,🔌,3,🔌,true
plumage,🪶,2,🪶,true
plumber,🔧,3,🪠,false
plunger,🪠,3,🪠,true
plus,➕️,3,➕️,true
plush,🧸,2,🧸,true
pod,🌱,2,🫛,false
point,👉️,3,💯;👈️;👉️;👆️;👇️;☝️;🪝,true
pointed,👉️,2,🔯;✴️;🔺;🔻,false
poke,👉️,2,🫵,false
pole,🪵,2,💈;🎣,false
police,👮,3,👮;🚓;🚔️;🚨,true
polish,✨️,2,💅,false
polo,🐎,2,🤽,false
ponder,🤔,2,🤔,true
poodle,🐩,3,🐩,true
pool,🏊️,3,🎱;👙,false
poop,💩,3,💩;🪠,true
pop,🎈,2,🍿;🧨,false
pork,🥩,3,🐷;🐖,false
porous,🧽,2,🧽,true
porridge,🥣,3,🥣,true
position,📍,2,🧘,false
positive,➕️,2,🧲,false
post,📮,2,🏣;🏤;📯;🚩,false
postal,📮,2,📯,false
pot,🍲,2,🪴;🍲;🫕;🍯;🫖;💰️,true
potable,💧,1,🚰;🚱,false
potassium,🍌,1,🍌,true
potato,🥔,3,🥔;🍠,true
pouch,👝,2,👝,true
poultry,🐔,3,🍗,false
pound,💷,2,👊;💷,true
pour,🫗,3,🫗,true
power,⚡️,3,🪫,false
praise,🙌,2,🙌,true
prawn,🦐,3,🍤,false
pray,🙏,3,🤲;🙏;🛐,true
prayer,🙏,3,🤲;📿,false
predator,🦁,3,🐯;🐅;🐆,false
pregnant,🤰,3,👶;🤰;🫃;🫄,true
present,🎁,3,🎁,true
press,🗞️,2,💪,false
pretty,🌸,2,🥺;🦚;🦋,false
pretzel,🥨,3,🥨,true
previous,⏮️,2,⏮️,true
pride,🦁,2,🌈,false
prince,🤴,3,🤴,true
princess,👸,3,👸,true
print,🖨️,3,👣;🫆;🐾,false
printer,🖨️,3,🖨️,true
privacy,🔒️,2,🔏,false
private,🔒️,2,🔒️,true
prize,🏆️,3,🏆️;🪎,true
prohibit,🚫,3,🙅,false
projector,📽️,3,📽️,true
proof,✅️,2,🧾,false
prophecy,🔮,2,🥠,false
prosthetic,🦿,2,🦾;🦿,true
protect,🛡️,3,🪬,false
protection,🛡️,3,🥽;🪬,false
protest,✊️,3,🪧,false
proud,😊,3,🥲;🥹;🦚,false
public,🏛️,2,📢,false
puck,🏒,3,🏒,true
pudding,🍮,3,🍮,true
puke,🤮,3,🤮,true
pulse,💓,3,💗;💓;🫀,true
pump,⛽️,3,⛽️,true
pumpkin,🎃,3,🥧;🎃,true
punch,👊,3,✊️;👊,true
punctuation,❗️,2,❣️;‼️;⁉️;❓️;❔️;❕️;❗️;〰️,true
punk,🤘,2,🧷,false
puppy,🐶,3,🥺;🐶,true
purity,✨️,2,🪷,false
purple,🟣,3,😈;👿;💟;💜;🪻;🟣;🟪,true
purse,👛,3,👛;👜;👝,true
push,👉️,3,🫷;🫸,false
putt,⛳️,2,🏌️,false
puzzle,🧩,3,🧩,true
quarter,🪙,3,🌓;🌗;🌛;🌜️,false
queen,👸,3,👸;👑,true
queer,🌈,1,🌈,true
quench,🥤,2,🧯,false
question,❓️,3,🙋;⁉️;❓️;❔️,true
quick,⚡️,2,🏃,false
quiet,🤫,3,🫢;🤫;🤐;😶;🙊;🔇;🔕,true
rabbit,🐰,3,🐰;🐇,true
raccoon,🦝,3,🦝,true
race,🏁,3,🏃;🏁,true
racquet,🎾,3,🎾;🏸,true
radio,📻️,3,📻️;🔘,true
radish,🥬,2,🫜,false
raft,🛶,3,🚣,false
rage,😡,3,😡;😠,true
rail,🚃,2,🚈,false
rain,🌧️,3,⛈️;🌦️;🌧️;🌈;🌂;☂️;☔️;⛱️,true
raise,🙌,2,🙋,false
ram,🐏,3,🐏;♈️,true
ranch,🤠,3,🏠️;🏡,false
range,🏔️,2,🏌️,false
rat,🐀,3,🐀,true
rattle,🎵,2,🪇,false
ray,☀️,2,💿️;📀;🩻,false
razor,🪒,3,🪒,true
reach,🤚,2,🫱;🫲,false
reading,📖,3,📖;📗;📘;📙;📚️,true
ready,✅️,3,🛄,false
real,✅️,2,🫀,false
realization,💡,2,🤭,false
realize,💡,3,💭,false
rebound,🏀,2,🪃,false
rebuild,🏗️,2,👷,false
receipt,🧾,3,🧾,true
receive,📥️,2,📲;📨;📥️,true
receiver,📞,2,📞,true
record,💿️,3,🎥;⏺️,false
recorder,🎙️,3,🪈,false
recreational,🎡,2,🚙,false
recycle,♻️,3,♻️,true
red,🔴,3,🥵;😡;❤️;🫀;🦰;🌹;🍎;🍒;🥩;🧧;🀄️;🏮;🧰;🔼;🔽;❓️;❗️;⭕️;🔴;🟥;🔺;🔻,true
reef,🐠,3,🪸,false
reflection,🪞,3,🪞,true
reflector,🪞,2,🪞,true
refresh,🔄,2,🔃;🔄,true
refuse,🚫,2,🫷;🫸,false
regal,👑,2,🫅,false
regret,😔,2,🙇,false
relationship,💑,2,💑,true
relax,😌,3,🤌;💆;🧖;🧘,false
relief,😌,3,😌,true
religion,🙏,3,⛪️;🕌;🕍;⛩️;🕋;📿;🛐;🕉️;✡️;☸️;☯️;✝️;☦️;☪️;🕎;🪯,false
remodel,🔨,2,👷,false
repair,🔧,3,👷,false
repeat,🔁,3,🔁;🔂,true
repercussion,💥,1,🪃,false
reptile,🦎,3,🦎,true
rescue,🚑️,3,🛟;⛑️,false
reserved,🎫,1,🈯️,false
resist,✊️,2,🥹,false
resort,🏖️,3,⛵️,false
respect,🙏,2,🫡,false
respiration,😤,2,🫁,false
restaurant,🍽️,3,🍞;🍳;🍝;🍢;🍥;🍦;🍧;🍨;🍬;🍭;🍶;🍷;🍴;🏮,false
restriction,🚫,2,🔞,false
reverse,🔄,3,◀️;⏪️,false
revolver,🔫,3,🔫,true
rewind,⏪️,3,⏪️,true
rhinoceros,🦏,3,🦏,true
rhythm,🎵,3,🪘,false
ribbon,🎀,3,💝;🎀;🎗️,true
rice,🍚,3,🌾;🍘;🍙;🍚;🍛,true
rich,💰️,3,🧐;🪙;💰️;💶,true
rickshaw,🛺,3,🛺,true
ride,🚗,2,🚲️,false
right,➡️,2,🗯️;🫱;👉️;🤜;🔎;📈;↗️;➡️;↘️;↔️;↩️;↪️;⤴️;⤵️;▶️;⏯️,true
ring,💍,3,🤼;🛟;💍,true
rip,💥,2,🪦,false
ripe,🍎,2,🍎,true
rise,📈,3,💹,false
river,🏞️,3,🚣,false
roach,🪳,3,🪳,true
road,🛣️,3,🛣️,true
roar,🦁,3,🦁,true
robot,🤖,3,🤖,true
rock,🪨,3,🤘;👊;🧗;🪨;🥌;🧷,true
rocket,🚀,3,🚀,true
roll,🍞,2,🥐;🧻,false
roller,🛼,2,🎢;🛼;🧳,true
romance,💕,3,🥰;😍;💌;💘;💙;💋;💏;💑;💐;💒;💍;💎,false
romantic,💕,3,😍;😘;💚,false
room,🛏️,2,🧖;🚹️;🚺️,false
rooster,🐓,3,🐓,true
root,🌱,3,🫚;🫜,false
rope,🪢,3,🪢,true
rose,🌹,3,🌹,true
rosette,🌹,2,🏵️,false
round,⭕️,2,📍,false
row,🚣,3,🚣,true
royal,👑,3,🫅;🤴;👸;👑,true
royalty,👑,3,🫅;🤴;👸;👑,true
rub,🤲,2,🧞,false
rucksack,🎒,3,🎒,true
ruckus,💥,2,🫯,false
rugby,🏉,3,🏉,true
rule,📏,2,📐,false
ruler,📏,3,📏;📐,true
run,🏃,3,🏃,true
rung,🪜,2,🪜,true
running,🏃,3,💨;🏃;🎽;👟,true
rush,🏃,2,🏃,true
sad,😢,3,😔;😪;😕;😟;🙁;☹️;🥺;🥹;😥;😢;😭;😖;😞;😓;😩;😫;😿;💔;💧;🪊,true
safari,🦁,3,🦁,true
safety,🦺,3,🫆;🛟;🦺;🧷,true
sailing,⛵️,3,⛵️,true
sake,🍶,2,🍶,true
salad,🥗,3,🥬;🫜;🥗,true
salon,💇,2,💆,false
salsa,🌶️,2,💃;🕺,false
salt,🧂,3,🧂,true
salty,🧂,2,🧂,true
salute,🫡,3,🫡;🖖,true
sand,🏖️,3,⌛️;⏳️,false
sandal,👡,3,🩴;👡,true
sapling,🌱,3,🌱,true
sarcasm,🙄,2,🫠;💁,false
sarcastic,🙄,2,🫠;🤌;💁,false
sari,👗,2,🥻,false
sash,🎗️,2,🎽,false
sassy,🙄,2,💁,false
satchel,🎒,3,🎒,true
satellite,🛰️,3,🛰️;📡,true
satisfied,😊,3,😊,true
saturnine,😔,1,🪐,false
sauce,🍅,2,🫙,false
saucer,🍽️,3,🛸,false
sauna,🧖,3,🧖,true
sausage,🌭,3,🌭,true
save,💾,2,🛟,false
savor,😋,2,😋,true
saw,🪚,3,🪚,true
sax,🎷,3,🎷,true
saxophone,🎷,3,🎷,true
scale,⚖️,3,🧗;⚖️,true
scarf,🧣,3,🧣,true
scary,😱,2,😦;😧;👹;👻;🧛;🧟,false
scene,🎬️,2,⏭️;⏮️,false
scholar,🎓️,3,🎓️,true
school,🏫,3,🏫;🚌;🎒;📼;📔;📚️;📇,true
science,🔬,3,🦠;🔍️;🔎;🧪;🔬;🔭;📡,true
scientist,🔬,3,🥼,false
scissors,✂️,3,✂️,true
scoop,🍦,2,🪏,false
scooter,🛴,3,🛵;🛴,true
score,📝,2,💯;🎼,false
scorpion,🦂,3,🦂;♏️,true
scotch,🥃,2,🥃,true
scowl,😠,3,🙎,false
scream,😱,3,😱,true
screw,🔩,3,🪛,false
scroll,📜,3,📜,true
scuba,🤿,3,🤿;🥽,true
sea,🌊,3,🧜;🦭;🐚;🪸;🪼;⛵️,false
seal,🦭,3,🦭,true
search,🔍️,3,🔍️;🔎,true
seat,💺,3,💺;🪑,true
second,⏱️,2,🥈,false
secret,🤫,3,🤭;🤐;😶;🙈;🙉;🙊;🥷;㊙️,false
secure,🔒️,2,🔐,false
security,🔒️,3,🪪,false
see,👀,3,🙈;👀;🧧,true
seedling,🌱,3,🌱,true
seeing,👀,2,👀,true
semi,🔢,1,🚛,false
send,📤️,3,📩,false
sent,📤️,2,📨;📩;📤️,true
serenity,😌,2,🧘;🪷,false
serious,😐️,2,👔,false
serpent,🐍,3,🐍;⛎️,true
serve,🎾,2,🍦,false
service,🛎️,2,🈂️,false
set,✅️,1,📐,false
settle,🏡,2,🏠️;🏡,true
seven,7️⃣,3,🕖️;🕢️;7️⃣,true
sew,🧵,3,🪡,false
sewing,🧵,3,🧵;🪡,true
sexy,😍,2,😉;💋;🫦,false
shade,🌳,2,😐️;😏;🙄;😡;😠;😈;👿,false
shadow,🌑,2,👤,false
shake,🤝,2,🫱;🫲;🤝;🪇,true
shaker,🧂,2,🧂;🪇,true
shallow,🏖️,2,🥘,false
shampoo,🧴,3,🧴,true
shape,🔷,2,🧲,false
shark,🦈,3,🦈,true
sharp,🔪,2,🪒,false
shave,🪒,3,💈;🪒,true
shaven,🪒,1,🦲,false
sheaf,🌾,2,🌾,true
shears,✂️,3,💇,false
sheep,🐑,3,🐏;🐑,true
shell,🐚,3,🐚,true
shelter,🏠️,3,🛖,false
shield,🛡️,3,🛡️,true
shine,✨️,2,🌞,false
shiny,✨️,2,💍,false
ship,🚢,3,⚓️;🛳️;🚢;🔱,true
shipping,📦️,2,📦️,true
shirt,👕,3,🎽;👔;👕;👚,true
shock,⚡️,2,🤭;🫢;🫨;🤦,false
shoe,👞,3,🩴;👞;👟;🥾;🥿;👠;👡;👢,true
shoo,👋,1,🫳,false
shorts,🩳,3,🩳,true
shot,🔫,2,🥃;💉,false
shovel,🚜,3,🪏,false
shower,🚿,3,🚿,true
showing,🎬️,1,🌍️;🌎️;🌏️,false
shrimp,🍤,3,🦐;🍤,true
shrine,⛩️,3,⛩️,true
shrub,🌳,3,🪻,false
shrug,🤷,3,🤷,true
shuffle,🔀,3,🔀,true
shush,🤫,3,🤫,true
shut,🚪,2,🤐,false
shy,😳,2,🫣;🪭,false
sick,🤒,3,😷;🤒;🤢;🤮;🤧;😵;💉;💊,true
side,➡️,1,🍳,false
sign,🪧,3,🤘;🛑;🪧;🏧;🚮;☢️;☣️;♀️;♂️;✖️;➖️;➗️;🟰;💲,true
signal,📶,2,🚥;🚦;📶,true
silence,🤫,3,😶,false
silent,🤫,2,😶;🔇;🔕,false
silhouette,🌆,2,🗣️;👤;👥,false
silly,🤪,3,👻;🪿,false
silver,🥈,3,🩶;🥈;🪙;🪎,true
simple,✅️,2,🏠️;🏡,false
sing,🎤,3,🎤,true
single,1️⃣,2,🔂,false
sir,🎩,2,🫡,false
siren,🚨,3,🧜;🚨,true
sit,🪑,3,🪑,true
six,6️⃣,3,🕕️;🕡️;🔯;6️⃣,true
skate,⛸️,3,🛹;🛼;⛸️,true
skeleton,💀,3,🦴;🩻,false
skeptic,🤨,2,🤨,true
skeptical,🤨,2,🤨;🫤,true
skepticism,🤨,2,🤨,true
skewer,🍢,2,🍢;🍡,true
ski,⛷️,3,⛷️;🏂️;🫕;🚠;🎿,true
skill,🎯,2,🤹,false
skull,💀,3,💀;☠️;🩻,true
skunk,🦨,3,🦨,true
sky,🌌,3,🩵,false
slap,✋️,3,🫷;🫸,false
